Date,QQQ_close,QQQ_base_position,QQQ_base_return,QQQ_base_equity,SPY_Base_close,SPY_Base_base_position,SPY_Base_base_return,SPY_Base_base_equity,SPY_Ladder_ladder_position,SPY_Ladder_ladder_return,SPY_Ladder_ladder_equity,SPY_Ladder_gap,SPY_Ladder_ladder_adjustment,Portfolio_Base_Config_return,Portfolio_Base_Config_position,Portfolio_Base_Config_equity,Portfolio_Base_Config_turnover_change,Portfolio_SPY_Ladder_Config_return,Portfolio_SPY_Ladder_Config_position,Portfolio_SPY_Ladder_Config_equity,Portfolio_SPY_Ladder_Config_turnover_change,Portfolio_Base_50_return,Portfolio_Base_50_position,Portfolio_Base_50_equity,Portfolio_Base_50_turnover_change,Portfolio_SPY_Ladder_50_return,Portfolio_SPY_Ladder_50_position,Portfolio_SPY_Ladder_50_equity,Portfolio_SPY_Ladder_50_turnover_change
2008-11-30,29.1200008392334,0.0,-0.0,87684.75311604176,90.08999633789062,0.0,-0.0,95714.83048209413,0.1,-0.006960658231654027,94263.55446125867,-0.3685753970303637,0.1,-0.0,0.0,96423.90649726144,0.0,-0.0014791398742264807,0.02125,96112.29801667179,0.010625,-0.0,0.0,91681.24205190765,0.0,-0.0034803291158270137,0.05,90984.86598435501,0.025
2008-12-31,29.739999771118164,0.0,0.0,87684.75311604176,90.23999786376952,0.0,0.0,95714.83048209413,0.1,0.00016650186699564975,94279.24951906611,-0.34998309317215903,0.1,0.0,0.0,96423.90649726144,0.0,3.538164673657557e-05,0.02125,96115.69862804726,0.0,0.0,0.0,91681.24205190765,0.0,8.325093349782487e-05,0.05,90992.44055938238,0.0
2009-01-31,29.059999465942383,0.0,-0.0,87684.75311604176,82.83000183105469,0.0,-0.0,95714.83048209413,0.1,-0.0082114319682291,93505.0818756246,-0.07862746671290843,0.0,-0.0,0.0,96423.90649726144,0.0,-0.0017449292932486835,0.02125,95947.98352997012,0.0,-0.0,0.0,91681.24205190765,0.0,-0.00410571598411455,0.05,90618.85144174413,0.0
2009-02-28,27.530000686645508,0.0,-0.0,87684.75311604176,73.93000030517578,0.0,-0.0,95714.83048209413,0.0,-0.0,93505.0818756246,-0.1703005576124701,0.0,-0.0,0.0,96423.90649726144,0.0,-0.0,0.0,95947.98352997012,0.02125,-0.0,0.0,91681.24205190765,0.0,-0.0,0.0,90618.85144174413,0.05
2009-03-31,30.31999969482422,0.0,0.0,87684.75311604176,79.5199966430664,0.0,0.0,95714.83048209413,0.0,0.0,93505.0818756246,-0.09693737994263318,0.0,0.0,0.0,96423.90649726144,0.0,0.0,0.0,95947.98352997012,0.0,0.0,0.0,91681.24205190765,0.0,0.0,0.0,90618.85144174413,0.0
2009-04-30,34.279998779296875,0.45,0.058773074074828915,92838.25560616396,87.41999816894531,0.0,0.0,95714.83048209413,0.0,0.0,93505.0818756246,-0.00803934985885224,0.0,0.012489278240901144,0.095625,97628.17149458038,0.095625,0.012489278240901144,0.095625,97146.30459292933,0.095625,0.029386537037414458,0.225,94375.4362671022,0.225,0.029386537037414458,0.225,93281.8256759249,0.225
2009-05-31,35.380001068115234,0.6792843816835891,0.021797386266588357,94861.88692392778,92.52999877929688,0.0,0.0,95714.83048209413,0.0,0.0,93505.0818756246,0.045051141973354136,-0.0,0.004631944581650026,0.14434793110776267,98080.37977455111,0.04872293110776267,0.004631944581650026,0.14434793110776267,97596.28089211587,0.04872293110776267,0.010898693133294179,0.33964219084179453,95404.0051862981,0.11464219084179453,0.010898693133294179,0.33964219084179453,94298.47566888024,0.11464219084179453
2009-06-30,36.380001068115234,0.6988165458528361,0.019751738969918085,96735.5741526431,91.9499969482422,0.030390679002643684,-0.00019049659246804236,95696.59713303862,0.030390679002643684,-0.00019049659246804236,93487.26947614884,0.03861503922905685,-0.0,0.004156764005208134,0.15495653528178946,98488.0767668151,0.010608604174026787,0.004156764005208134,0.15495653528178946,98001.9655995704,0.010608604174026787,0.009780621188725021,0.3646036124277399,96337.11562091245,0.02496142158594538,0.009780621188725021,0.3646036124277399,95220.77333807177,0.02496142158594538
2009-07-31,39.45000076293945,0.9649124962834218,0.08142608527074605,104612.3732623108,98.80999755859376,0.08994755681567684,0.0067106070161427195,96338.77938918058,0.08994755681567684,0.0067106070161427195,94114.6258026155,0.12026263856414088,-0.0,0.018729047110963865,0.22415776128355847,100332.66459644899,0.069201226001769,0.018729047110963865,0.22415776128355847,99837.4490302518,0.069201226001769,0.04406834614344438,0.5274300265495493,100582.53297855584,0.1628264141218094,0.04406834614344438,0.5274300265495493,99416.99533758036,0.1628264141218094
2009-08-31,40.02999877929688,1.0,0.014702104059331145,106150.39525990689,102.45999908447266,0.9252014690938071,0.03417656975383749,99631.30840297446,0.9252014690938071,0.03417656975383749,97331.14087621491,0.15061847135064166,-0.0,0.010386718185298335,0.40910531218243396,101374.79170839237,0.18494755089887552,0.010386718185298335,0.40910531218243396,100874.43247766812,0.18494755089887552,0.024439336906584317,0.9626007345469035,103040.70338893638,0.4351707079973542,0.024439336906584317,0.9626007345469035,101846.6807808758,0.4351707079973542
2009-09-30,42.25,1.0,0.05545843838124931,112037.33041457369,105.58999633789062,1.0,0.030548480200916828,102674.89345511416,1.0,0.030548480200916828,100304.45930620459,0.18218557247223832,-0.0,0.018276470198710305,0.425,103227.56506795128,0.015894687817565995,0.018276470198710305,0.425,102718.06103665804,0.015894687817565995,0.04300345929108307,1.0,107471.81008244709,0.037399265453096464,0.04300345929108307,1.0,106226.44037176811,0.037399265453096464
2009-10-31,40.959999084472656,1.0,-0.03053256604798449,108616.54322385087,103.55999755859376,1.0,-0.0192252945326451,100700.93838733163,1.0,-0.0192252945326451,98376.0765331051,0.1570267472996748,-0.0,-0.010573545373383786,0.425,102136.08372492138,0.0,-0.010573545373383786,0.425,101631.96695762093,0.0,-0.024878930290314794,1.0,104798.02641123194,0.0,-0.024878930290314794,1.0,103583.64016677062,0.0
2009-11-30,43.560001373291016,0.7549594974155385,0.04792227698046179,113821.69529288453,109.94000244140624,1.0,0.06160684659347049,106904.8056503785,1.0,0.06160684659347049,104436.71638854762,0.2344919675925229,-0.05,0.023274938759460607,0.3729288932008019,104513.29481875007,0.052071106799198075,0.023274938759460607,0.3729288932008019,103997.4447645631,0.052071106799198075,0.054764561786966134,0.8774797487077692,110537.24440378197,0.12252025129223076,0.054764561786966134,0.8774797487077692,109256.3528288026,0.12252025129223076
2009-12-31,45.75,1.0,0.050275448982235016,119544.13212765344,111.44000244140624,1.0,0.013643805409222498,108363.39401598301,0.95,0.012961615138761373,105790.38491273196,0.24879553696209367,-0.05,0.01358284155818472,0.425,105932.882342997,0.052071106799198075,0.01343787612571173,0.414375,105394.94954469983,0.06269610679919808,0.03195962719572876,1.0,114069.97352616998,0.12252025129223076,0.031618532060498195,0.975,112710.8783235332,0.1475202512922308
2010-01-31,42.790000915527344,1.0,-0.06469943354038588,111809.69449591723,107.38999938964844,1.0,-0.03634245300638106,104425.2024613452,0.95,-0.034525330356062006,102137.93692512494,-0.03498954802167498,0.0,-0.021471400891187972,0.425,103658.35495865147,0.0,-0.021085262327995173,0.414375,103172.66938550402,0.0,-0.05052094327338347,1.0,108307.050864458,0.0,-0.04961238194822394,0.975,107119.02317842627,0.0
2010-02-28,44.7599983215332,0.2788817589715238,0.012839362701600047,113245.25971710542,110.73999786376952,1.0,0.03119469683546705,107682.71499410913,1.0,0.03119469683546705,105324.09890290427,-0.003100763535531792,0.0,0.009357237651626759,0.2717623737814488,104628.31082057624,0.1532376262185512,0.009357237651626759,0.2717623737814488,104138.08057209688,0.1638626262185512,0.02201702976853355,0.6394408794857619,110691.65042748286,0.3605591205142381,0.02201702976853355,0.6394408794857619,109477.46590052191,0.38555912051423813
2010-03-31,48.15999984741211,1.0,0.07596071611654254,121847.45074202059,117.0,1.0,0.05652882659372471,113769.89251715262,1.0,0.05652882659372471,111277.94662592685,0.0541603065144316,-0.0,0.02815402782593179,0.425,107574.01919479898,0.1532376262185512,0.02815402782593179,0.425,107069.98699026283,0.1532376262185512,0.06624477135513362,1.0,118024.39350097385,0.3605591205142381,0.06624477135513362,1.0,116729.77559764143,0.3605591205142381
2010-04-30,49.2400016784668,1.0,0.022425287260724902,124579.91482689742,118.80999755859376,1.0,0.015470064603365419,115529.9201043109,1.0,0.015470064603365419,112999.42364915978,0.06667882510628642,-0.0,0.008052762271119193,0.425,108440.28719792354,0.0,0.008052762271119193,0.425,107932.19614186724,0.0,0.01894767593204516,1.0,120260.68146110649,0.0,0.01894767593204516,1.0,118941.53355728592,0.0
2010-05-31,45.59999847412109,1.0,-0.0739237018738268,115370.50634376713,109.37000274658205,1.0,-0.07945454933080176,106350.54236819936,1.0,-0.07945454933080176,104021.10536847544,-0.020751785948208923,0.0,-0.03259287838098357,0.425,104905.90610568269,0.0,-0.03259287838098357,0.425,104414.37519962288,0.0,-0.07668912560231428,1.0,111037.99495551578,0.0,-0.07668912560231428,1.0,109820.01135097934,0.0
2010-06-30,42.709999084472656,0.17307256844020924,-0.010968851620487514,114105.02437830184,103.22000122070312,0.7282911279385664,-0.0409526509612,101995.20572706018,0.7282911279385664,-0.0409526509612,99761.16534772205,-0.06495940691420798,0.0,-0.011033319298608596,0.19153978548048983,103748.44574730884,0.23346021451951016,-0.011033319298608596,0.19153978548048983,103262.33805868072,0.23346021451951016,-0.025960751290843756,0.45068184818938783,108155.36518464168,0.5493181518106122,-0.025960751290843756,0.45068184818938783,106969.00134953893,0.5493181518106122
2010-07-31,45.810001373291016,0.1340177263478034,0.009727353484572264,115214.96428479532,110.2699966430664,0.09122890720615615,0.006230995646041556,102630.73740986262,0.09122890720615615,0.006230995646041556,100382.77673464775,0.0061345707222580925,-0.0,0.003391149190255437,0.047864909630216404,104100.27220509508,0.14367487585027341,0.003391149190255437,0.047864909630216404,103612.5160527723,0.14367487585027341,0.00797917456530691,0.11262331677697977,109018.35572362444,0.33805853141240805,0.00797917456530691,0.11262331677697977,107822.52568438344,0.33805853141240805
2010-08-31,43.459999084472656,0.30958408137763416,-0.01588132019230505,113385.1985460435,105.30999755859376,0.6256124987290477,-0.028140360165013513,99742.67149514816,0.6256124987290477,-0.028140360165013513,97557.96924297062,-0.039757927620726385,0.0,-0.009354607075930194,0.1987292732726699,103126.45506211904,0.15086436364245348,-0.009354607075930194,0.1987292732726699,102643.26167695013,0.15086436364245348,-0.022010840178659282,0.4675982900533409,106618.77011925151,0.3549749732763611,-0.022010840178659282,0.4675982900533409,105449.2613038851,0.3549749732763611
2010-09-30,49.06999969482422,0.04329353644087028,0.005588512907823195,114018.85319167418,114.12999725341795,0.13430479339771736,0.011248392975436238,100864.61626054543,0.13430479339771736,0.011248392975436238,98655.33961890108,0.046659365462368596,-0.0,0.0035778425001926294,0.03773964509069987,103495.4252759345,0.16098962818197,0.0035778425001926294,0.03773964509069987,103010.50310093632,0.16098962818197,0.008418452941629717,0.08879916491929382,107516.33521819489,0.37879912513404707,0.008418452941629717,0.08879916491929382,106336.98094790147,0.37879912513404707
2010-10-31,52.18000030517578,0.9987055625904248,0.06329681941174609,121235.88395168197,118.48999786376952,0.8618734372450497,0.03292533779783014,104185.61782277243,0.8618734372450497,0.03292533779783014,101903.60000141307,0.07571310870396175,-0.0,0.02044720840703495,0.39537303746503827,105611.61780572623,0.35763339237433844,0.02044720840703495,0.39537303746503827,105116.78032595466,0.35763339237433844,0.04811107860478811,0.9302894999177372,112689.06207317619,0.8414903349984434,0.04811107860478811,0.9302894999177372,111452.96779688181,0.8414903349984434
2010-11-30,52.09000015258789,1.0,-0.0017248016876489913,121026.77609443848,118.48999786376952,0.961197310296216,0.0,104185.61782277243,0.961197310296216,0.0,101903.60000141307,0.06577961168511637,-0.0,-0.0003665203586254106,0.41675442843794586,105572.90899769307,0.021381390972907578,-0.0003665203586254106,0.41675442843794586,105078.25288593204,0.021381390972907578,-0.0008624008438244957,0.9805986551481081,112591.87893095451,0.05030915523037077,-0.0008624008438244957,0.9805986551481081,111356.85066340704,0.05030915523037077
2010-12-31,54.459999084472656,1.0,0.04549815559497605,126533.27118434156,125.75,0.9464122276311938,0.0579876353973505,110227.09544272706,0.9464122276311938,0.0579876353973505,107812.74880397247,0.13969766112098791,-0.0,0.021990730585869395,0.41361259837162867,107894.53439662785,0.0031418300663172195,0.021990730585869395,0.41361259837162867,107389.00043558041,0.0031418300663172195,0.051742895496163274,0.973206113815597,118417.70875619553,0.0073925413325111045,0.051742895496163274,0.973206113815597,117118.77655006555,0.0073925413325111045
2011-01-31,56.0,1.0,0.02827765224782053,130111.33502467154,128.67999267578125,1.0,0.023300140562872773,112795.40226037981,1.0,0.023300140562872773,110324.80100557471,0.02313496429180062,-0.0,0.010960280972272326,0.425,109077.08880898739,0.011387401628371313,0.010960280972272326,0.425,108566.01405368587,0.011387401628371313,0.02578889640534665,1.0,121471.57077986759,0.026793886184403093,0.02578889640534665,1.0,120139.14054563615,0.026793886184403093
2011-02-28,57.77000045776367,1.0,0.03160715103149414,134223.78364170567,133.14999389648438,1.0,0.034737344382398394,116713.61499344978,1.0,0.034737344382398394,114157.19161202494,0.0585397467710167,-0.0,0.014098205275452164,0.425,110614.87999786521,0.0,0.014098205275452164,0.425,110096.60000575235,0.0,0.03317224770694627,1.0,125501.0558151292,0.0,0.03317224770694627,1.0,124124.42587511563,0.0
2011-03-31,57.43000030517578,1.0,-0.005885410245694334,133433.8216102449,132.58999633789062,1.0,-0.004205764808589585,116222.74497882705,1.0,-0.004205764808589585,113677.07331289568,0.05250929729704845,-0.0,-0.0021443746990353323,0.425,110377.68024786096,0.0,-0.0021443746990353323,0.425,109860.51164225019,0.0,-0.005045587527141959,1.0,124867.82925326523,0.0,-0.005045587527141959,1.0,123498.1452201065,0.0
2011-04-30,59.08000183105469,1.0,0.028730655008027295,137267.4627053315,136.42999267578125,1.0,0.028961433320390473,119588.7222578441,1.0,0.028961433320390473,116969.32429170424,0.083526994385837,-0.0,0.012259568769788776,0.425,111730.86300950938,0.0,0.012259568769788776,0.425,111207.35413981255,0.0,0.028846044164208884,1.0,128469.77217059382,0.0,0.028846044164208884,1.0,127060.57817132356,0.0
2011-05-31,58.36000061035156,1.0,-0.012186885551595639,135594.5998473837,134.89999389648438,1.0,-0.011214533910683722,118247.59047674816,1.0,-0.011214533910683722,115657.56783792516,0.06967252820356418,-0.0,-0.004972801635734363,0.425,111175.2475911737,0.0,-0.004972801635734363,0.425,110654.3420272404,0.0,-0.01170070973113968,1.0,126966.58465720006,0.0,-0.01170070973113968,1.0,125573.87922787013,0.0
2011-06-30,57.04999923706055,1.0,-0.022446904722250083,132550.92078375787,131.97000122070312,1.0,-0.02171973912785785,115679.28365909541,1.0,-0.02171973912785785,113145.51563632289,0.04381343934237392,-0.0,-0.009385411818147935,0.425,110131.82210854598,0.0,-0.009385411818147935,0.425,109615.80545784858,0.0,-0.022083321925053967,1.0,124162.74069449047,0.0,-0.022083321925053967,1.0,122800.79082750321,0.0
2011-07-31,58.0,0.7702736835744656,0.012826653757298636,134251.1055498623,129.3300018310547,0.9583765852058979,-0.019171884341848477,113461.49381203536,0.9583765852058979,-0.019171884341848477,110976.3028967445,0.024238662357159546,-0.0,-0.0013483614992168412,0.36733818211582725,109983.32459977623,0.057661817884172774,-0.0013483614992168412,0.36733818211582725,109468.00372606357,0.057661817884172774,-0.0031726152922749206,0.8643251343901817,123768.82008463235,0.13567486560981828,-0.0031726152922749206,0.8643251343901817,122411.19116062042,0.13567486560981828
2011-08-31,55.060001373291016,0.9666133659944276,-0.04899727532038219,127673.16716916999,122.22000122070312,0.8047051074972702,-0.0442391844464103,108442.0498597195,0.8047051074972702,-0.0442391844464103,106066.80176371473,-0.02960735256219349,0.0,-0.019812747700443403,0.3764051756169858,107804.2527382249,0.0743773715273253,-0.019812747700443403,0.3764051756169858,107299.14178696788,0.0743773715273253,-0.04661822988339624,0.8856592367458489,117998.93677753024,0.17500558006429484,-0.04661822988339624,0.8856592367458489,116704.59811079425,0.17500558006429484
2011-09-30,52.4900016784668,0.3139027422404359,-0.01465183312098028,125802.52122978028,113.1500015258789,0.12465741248779023,-0.009250881049985714,107438.86535565062,0.12465741248779023,-0.009250881049985714,105085.59039724618,-0.0902551530433442,0.0,-0.0050793267613302735,0.09319403287974805,107256.67971230642,0.2832111427372377,-0.0050793267613302735,0.09319403287974805,106754.13438462158,0.2832111427372377,-0.011951357085482997,0.21928007736411306,116588.68934839463,0.6663791593817359,-0.011951357085482997,0.21928007736411306,115309.81978525437,0.6663791593817359
2011-10-31,57.95000076293945,0.03823365006405624,0.003977056347312595,126302.84494534509,125.5,0.0,0.0,107438.86535565062,0.0,0.0,105085.59039724618,0.02529713724615812,-0.0,0.0008451244738039264,0.00812465063861195,107347.32495731024,0.08506938224113611,0.0008451244738039264,0.00812465063861195,106844.35491626977,0.08506938224113611,0.0019885281736562975,0.01911682503202812,116820.52924189357,0.20016325233208496,0.0019885281736562975,0.01911682503202812,115539.11661059657,0.20016325233208496
2011-11-30,56.38999938964844,0.9810720986711066,-0.02641024678300266,122967.15564094321,124.98999786376952,0.29865813742204683,-0.0012136756022937067,107308.46942603034,0.29865813742204683,-0.0012136756022937067,104958.05058002843,0.010938309565614701,-0.0,-0.005870083506875478,0.2719426751697951,106717.18719557112,0.26381802453118314,-0.005870083506875478,0.2719426751697951,106217.16963067304,0.26381802453118314,-0.013811961192648183,0.6398651180465766,115207.0086254999,0.6207482930145486,-0.013811961192648183,0.6398651180465766,113943.29481573815,0.6207482930145486
2011-12-31,55.83000183105469,0.493855091509706,-0.004904373976554746,122364.0787228468,125.5,0.22094163091687374,0.0009015177668269787,107405.20991774891,0.22094163091687374,0.0009015177668269787,105052.67212739786,0.021176857258518145,-0.0,-0.0008506069445671505,0.1518943035156482,106626.41281503791,0.12004837165414689,-0.0008506069445671505,0.1518943035156482,106126.82056855294,0.12004837165414689,-0.0020014281048638836,0.3573983612132899,114976.43008055953,0.2824667568332868,-0.0020014281048638836,0.3573983612132899,113715.24550313315,0.2824667568332868
2012-01-31,60.52999877929688,0.08042234764000748,0.006770280782406482,123192.51789348095,131.32000732421875,0.2585805194351709,0.011991557904485932,108693.16571172107,0.2585805194351709,0.011991557904485932,106312.41732823453,0.04838656058038082,-0.0,0.003986890720964638,0.07203810925347541,107051.52067089992,0.09585272188244907,0.003986890720964638,0.07203810925347541,106549.93660472319,0.09585272188244907,0.009380919343446207,0.1695014335375892,116055.01469754265,0.22553581619399785,0.009380919343446207,0.1695014335375892,114781.99904931823,0.22553581619399785
2012-02-29,64.41000366210938,0.9768707848705829,0.06261793311767128,130906.57873953246,137.02000427246094,0.7556135143484349,0.032797703972122026,112258.05198452692,0.7556135143484349,0.032797703972122026,109799.22052032666,0.09480294104047648,-0.0,0.020275822881581078,0.3681529135840413,109222.078343227,0.29611480433056586,0.020275822881581078,0.3681529135840413,108710.32424736425,0.29611480433056586,0.047707818544896655,0.866242149609509,121591.74627995833,0.6967407160719197,0.047707818544896655,0.866242149609509,120257.99783218361,0.6967407160719197
2012-03-31,67.55000305175781,1.0,0.048750181821455296,137288.2982547093,140.80999755859375,0.9613728770492033,0.026591713880270075,115243.18598365595,0.9613728770492033,0.026591713880270075,112718.96997667987,0.1233978397904989,-0.0,0.01601015283661664,0.4167917363729557,110970.74051063496,0.04863882278891441,0.01601015283661664,0.4167917363729557,110450.7931534827,0.04863882278891441,0.03767094785086268,0.9806864385246017,126172.22261316597,0.11444428891509273,0.03767094785086268,0.9806864385246017,124788.23059716896,0.11444428891509273
2012-04-30,66.76000213623047,1.0,-0.011695053735556904,135682.70422935733,139.8699951171875,0.9878343457714869,-0.006594465683047503,114483.21874848167,0.9878343457714869,-0.006594465683047503,111975.64859734019,0.11506283650509885,-0.0,-0.003886522876453436,0.4224147984764409,110539.45018902341,0.005623062103485267,-0.003886522876453436,0.4224147984764409,110021.52361916925,0.005623062103485267,-0.009144759709302203,0.9939171728857434,125018.40795537997,0.013230734361141805,-0.009144759709302203,0.9939171728857434,123647.07221380886,0.013230734361141805
2012-05-31,62.060001373291016,1.0,-0.07040144716215901,126130.44549673538,131.47000122070312,0.9804368155382526,-0.05888084331103175,107742.35028360975,0.9804368155382526,-0.05888084331103175,105382.42797762906,0.05242925047022806,-0.0,-0.02747248672555304,0.42084282330187867,107502.65661105554,0.00157197517456229,-0.02747248672555304,0.42084282330187867,106998.9587720165,0.00157197517456229,-0.06464114523659538,0.9902184077691263,116937.07488948833,0.003698765116617153,-0.06464114523659538,0.9902184077691263,115654.38386075624,0.003698765116617153
2012-06-30,64.16000366210938,0.41904386019017065,0.014179713922683959,127918.93913081978,136.10000610351562,0.6874872347224089,0.024211373119959884,110350.94052714763,0.6874872347224089,0.024211373119959884,107933.88126168273,0.09971946932507902,-0.0,0.008158105996561816,0.23513785766892314,108379.67467860052,0.1857049656329555,0.008158105996561816,0.23513785766892314,107871.86761920038,0.1857049656329555,0.019195543521321922,0.5532655474562898,119181.74559978559,0.4369528603128365,0.019195543521321922,0.5532655474562898,117874.43261958708,0.4369528603128365
2012-07-31,64.80000305175781,0.5752420563694639,0.005738069575485175,128652.94690357467,137.7100067138672,0.9196488389053179,0.010879023699826422,111551.4510244406,0.9196488389053179,0.010879023699826422,109108.09651394282,0.10890220238232384,-0.0,0.0035311323210037143,0.3176643152458911,108762.377650798,0.08252645757696797,0.0035311323210037143,0.3176643152458911,108252.77745747757,0.08252645757696797,0.0083085466376558,0.7474454476373908,120171.97269145864,0.19417990018110112,0.0083085466376558,0.7474454476373908,118853.79784039414,0.19417990018110112
